No.,Code,Name,Industry Code,Industry,No. of Listed Shares(shr.),Capital Stock(KRW),ParValue,Currency
519,009200,MOORIM PAPER,031701,"Manufacture of Pulp, Paper and Paperboard","41,609,310","104,023,275,000","2,500",KRW
520,009680,MOTONIC,033003,Manufacture of Parts and Accessories for Motor Vehicles and Engines,"33,000,000","16,500,000,000",500,KRW
521,107590,MSC,032001,Manufacture of Basic Chemicals,"704,641","3,673,205,000","5,000",KRW
522,017180,MYUNGMOON PHARM,032102,Manufacture of Medicaments,"23,220,000","11,610,000,000",500,KRW
523,000060,Meritz Insurance,116501,Insurance,"110,338,000","55,169,000,000",500,KRW
524,007120,MiraeING,106201,"Computer programming, System Integration and Management Services","63,587,319","31,793,659,500",500,KRW
525,009580,Moorim P&amp;P,031701,"Manufacture of Pulp, Paper and Paperboard","62,368,324","155,920,810,000","2,500",KRW
526,033920,Muhak,031101,Manufacture of  Alcoholic Beverages,"28,500,000","5,700,000,000",200,KRW
527,025860,NAMHAE CHEM,032002,Manufacture of Fertilizers and Nitrogen Compounds,"49,678,843","49,678,843,000","1,000",KRW
528,001260,NAMKWANG ENG &amp; CONS,064102,Heavy Construction,"9,796,455","48,982,275,000","5,000",KRW
529,008350,NAMSUN ALUM,032402,Manufacture of Basic Precious and Non-ferrous Metals,"110,179,090","55,243,490,000",500,KRW
530,004270,NAMSUNG,074607,Other Specialized Wholesale,"36,212,160","18,106,080,000",500,KRW
531,003920,NAMYANG DAIRY,031005,Manufacture of Dairy Products and edible Ice Cakes,"720,000","4,433,310,000","5,000",KRW
532,002070,NAMYEUNG,031401,"Manufacture of Sewn Wearing Apparel, Except Fur Apparel","6,867,945","6,867,945,000","1,000",KRW
533,007460,NARA KIC,032509,Manufacture of Other Metal Products; Metal Working Service Activities,"16,926,996","8,463,498,000",500,KRW
534,035420,NAVER,106301,"Data Processing, Hosting, Portals and Other Internet Information Media Service Activities","32,962,679","16,481,339,500",500,KRW
535,036570,NCsoft Corporation,105802,Software Development and Supply,"21,929,022","10,964,511,000",500,KRW
536,002350,NEXEN TIRE,032201,Manufacture of Rubber Products,"96,415,877","53,457,938,500",500,KRW
537,005940,NHIS,116601,Activities Auxiliary to Financial Service Activities,"281,408,887","1,531,275,030,000","5,000",KRW
538,181710,NHN Entertainment,105802,Software Development and Supply,"19,565,025","9,782,512,500",500,KRW
539,008260,NI STEEL,032401,Manufacture of Basic Iron and Steel,"28,426,850","14,213,425,000",500,KRW
540,034310,NICE,137105,"Activities of Head Offices, Holding Companies and Management Consultancy","37,882,300","18,941,150,000",500,KRW
541,085310,NK,032501,"Manufacture of Structural Metal Products, Tanks, Reservoirs and Steam Generators","48,983,352","24,491,676,000",500,KRW
542,004370,NONGSHIM,031007,Manufacture of Other Food Products,"6,082,642","30,413,210,000","5,000",KRW
543,000320,NOROO HOLDINGS,137105,"Activities of Head Offices, Holding Companies and Management Consultancy","13,198,611","8,500,200,500",500,KRW
544,090350,NOROOPAINT,032004,Manufacture of Other Chemical Products,"20,000,000","10,231,563,000",500,KRW
545,004250,NPC,032202,Manufacture of Plastic Products,"36,720,000","21,000,000,000",500,KRW
546,138250,NS Shopping,074709,Retail Sale not in Stores,"3,369,600","16,848,000,000","5,000",KRW
547,005720,NXN,137105,"Activities of Head Offices, Holding Companies and Management Consultancy","50,880,170","27,240,385,000",500,KRW
548,110570,Nexolon Company,032601,Manufacture of Semiconductor,"161,170,196","80,585,098,000",500,KRW
549,072710,Nongshim Holdings,137105,"Activities of Head Offices, Holding Companies and Management Consultancy","4,637,790","23,188,950,000","5,000",KRW
550,002630,OBI,032102,Manufacture of Medicaments,"161,060,844","80,530,422,000",500,KRW
551,010060,OCI,032001,Manufacture of Basic Chemicals,"23,849,371","127,246,855,000","5,000",KRW
552,001800,ORION,031007,Manufacture of Other Food Products,"6,008,435","30,042,175,000","5,000",KRW
553,007310,OTTOGI,031007,Manufacture of Other Food Products,"3,440,000","17,200,000,000","5,000",KRW
554,006090,OYANG,010301,Fishing and Gathering of Marine Materials,"9,422,739","47,113,695,000","5,000",KRW
555,001340,PAIKKWANG IND,032001,Manufacture of Basic Chemicals,"44,918,407","22,459,203,500",500,KRW
556,007980,PAN-PACIFIC,031401,"Manufacture of Sewn Wearing Apparel, Except Fur Apparel","43,269,712","21,634,856,000",500,KRW
557,003610,PANGRIM,031302,Weaving of Textiles and Manufacture of Textile Products,"4,231,409","21,157,045,000","5,000",KRW
558,090080,PHC,033003,Manufacture of Parts and Accessories for Motor Vehicles and Engines,"37,403,844","18,701,922,000",500,KRW
559,010770,PHHC,137105,"Activities of Head Offices, Holding Companies and Management Consultancy","14,625,466","7,312,733,000",500,KRW
560,017810,PMO,137105,"Activities of Head Offices, Holding Companies and Management Consultancy","3,809,095","19,045,475,000","5,000",KRW
561,103140,POONGSAN,032402,Manufacture of Basic Precious and Non-ferrous Metals,"28,024,278","140,121,390,000","5,000",KRW
562,005810,POONGSAN HOLDINGS,137105,"Activities of Head Offices, Holding Companies and Management Consultancy","7,835,167","45,175,835,000","5,000",KRW
563,005490,POSCO,032401,Manufacture of Basic Iron and Steel,"87,186,835","482,403,125,000","5,000",KRW
564,058430,POSCO C&amp;C,032401,Manufacture of Basic Iron and Steel,"6,000,000","30,000,000,000","5,000",KRW
565,047050,POSCO DAEWOO,074601,Wholesale on a Fee or Contract Basis,"113,876,291","569,381,455,000","5,000",KRW
566,002410,PUMYANG CONST,064101,Building Construction,"4,752,927","23,764,635,000","5,000",KRW
567,005030,PUSAN CAST IRON,033003,Manufacture of Parts and Accessories for Motor Vehicles and Engines,"22,600,000","11,300,000,000",500,KRW
568,028670,PanOcean,085001,Sea and Coastal Water Transport,"534,396,771","534,396,771,000","1,000",KRW
569,001020,PaperCorea,031701,"Manufacture of Pulp, Paper and Paperboard","224,367,056","112,183,528,000",500,KRW
570,005690,Pharmicell,032101,"Manufacture of Medicinal Chemicals, Antibiotics and Biological Products","58,382,610","29,191,305,000",500,KRW
571,102460,REYON PHARMACEUTICAL,032102,Manufacture of Medicaments,"12,900,000","6,450,000,000",500,KRW
572,000760,RIFA,074607,Other Specialized Wholesale,"2,800,000","14,000,000,000","5,000",KRW
573,100840,S&amp;T,032901,Manufacture of General Purpose Machinery,"7,084,612","3,542,306,000",500,KRW
574,003570,S&amp;T Dynamics,033003,Manufacture of Parts and Accessories for Motor Vehicles and Engines,"32,473,439","83,683,597,500","2,500",KRW
575,036530,S&amp;T Holdings,137105,"Activities of Head Offices, Holding Companies and Management Consultancy","15,830,105","8,115,052,500",500,KRW
576,064960,S&amp;T MOTIV,033003,Manufacture of Parts and Accessories for Motor Vehicles and Engines,"14,623,136","73,115,680,000","5,000",KRW
577,012750,S-1,147503,"Security, Guard and Detective Services","37,999,178","18,999,589,000",500,KRW
578,010950,S-Oil,031902,Manufacture of Refined Petroleum Products,"112,582,792","291,511,797,500","2,500",KRW
579,075180,SAC,033003,Manufacture of Parts and Accessories for Motor Vehicles and Engines,"19,200,000","9,600,000,000",500,KRW
580,145210,SAEHWA IMC,032902,Manufacture of Special-Purpose Machinery,"11,882,640","5,941,320,000",500,KRW
581,007160,SAJO IND,010301,Fishing and Gathering of Marine Materials,"5,000,000","25,000,000,000","5,000",KRW
582,008040,SAJODONGAONE,031006,"Manufacture of Grain Mill Products, Starches and Starch Products","65,180,349","32,590,174,500",500,KRW
583,014710,SAJOSEAFOOD,031002,Processing and Preserving of Fishes and Edible Seaweeds,"17,218,543","17,218,543,000","1,000",KRW
584,006110,SAMA ALUM,032402,Manufacture of Basic Precious and Non-ferrous Metals,"11,000,000","5,500,000,000",500,KRW
585,001470,SAMBU CONST,064102,Heavy Construction,"9,758,395","48,791,975,000","5,000",KRW
